companyName,aliases,country,city,diseaseFocus,productLine,productType,targetUsers,businessModel,reachabilityStatus,tier,totalScore,productProblemFit,aiProductLeverage,personalFit,outreachFeasibility,commercialSignal,aiProductOpportunity,personalFitReason,contactTargets,contactRoute,outreachOpening,productEvidenceUrl,reachabilityEvidenceUrl,restrictionReason,sourceTier,stage2OpportunityScore,stage2Categories
Roche Diagnostics,,US,Indianapolis,metabolic_cardiovascular,remote_patient_monitoring,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,52,18,17,11,3,3,"AI chronic disease coach, risk stratification, medication and lifestyle follow-up.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕代谢/心血管慢病管理，探讨 AI coach 和医生 copilot 的产品机会。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K121679,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K121679,global remote not confirmed under strict policy,stage2_auto,33,remote_patient_monitoring
Sk Med,,US,Van Nuys,metabolic_cardiovascular,remote_patient_monitoring,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,52,18,17,11,3,3,"AI chronic disease coach, risk stratification, medication and lifestyle follow-up.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕代谢/心血管慢病管理，探讨 AI coach 和医生 copilot 的产品机会。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K031860,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K031860,global remote not confirmed under strict policy,stage2_auto,33,remote_patient_monitoring
Tomtec Imaging Systems GmbH,,DE,Unterschleissheim,metabolic_cardiovascular,remote_patient_monitoring; samd,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,52,18,17,11,3,3,"AI chronic disease coach, risk stratification, medication and lifestyle follow-up.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕代谢/心血管慢病管理，探讨 AI coach 和医生 copilot 的产品机会。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K090461,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K090461,global remote not confirmed under strict policy,stage2_auto,47,remote_patient_monitoring; samd
"Zoe Medical, Inc.",,US,Topsfield,metabolic_cardiovascular,remote_patient_monitoring,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,52,18,17,11,3,3,"AI chronic disease coach, risk stratification, medication and lifestyle follow-up.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕代谢/心血管慢病管理，探讨 AI coach 和医生 copilot 的产品机会。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K130740,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K130740,global remote not confirmed under strict policy,stage2_auto,33,remote_patient_monitoring
Abbott Laboratories,ABBOTT LABORATORIES,US,Bedford,metabolic_cardiovascular,chronic_disease_management,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,51,18,13,14,3,3,"AI chronic disease coach, risk stratification, medication and lifestyle follow-up.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕代谢/心血管慢病管理，探讨 AI coach 和医生 copilot 的产品机会。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K001993,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K001993,global remote not confirmed under strict policy,stage2_auto,34,chronic_disease_management
"Advanced Brain Monitoring, Inc.",,US,Dousman,mental_sleep_comorbidity,sleep_health,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,51,18,13,14,3,3,"AI coach for sleep/mental comorbidity, symptom tracking and safe escalation.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕睡眠/心理共病，探讨安全可评估的 AI coach 产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K120450,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K120450,global remote not confirmed under strict policy,stage2_auto,25,sleep_health
Animas Corp.,,US,West Chester,metabolic_cardiovascular,chronic_disease_management; samd,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,51,18,13,14,3,3,"AI chronic disease coach, risk stratification, medication and lifestyle follow-up.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕代谢/心血管慢病管理，探讨 AI coach 和医生 copilot 的产品机会。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K063674,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K063674,global remote not confirmed under strict policy,stage2_auto,40,chronic_disease_management; samd
"Apnicure, Inc.",,US,Redwood City,mental_sleep_comorbidity,sleep_health,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,51,18,13,14,3,3,"AI coach for sleep/mental comorbidity, symptom tracking and safe escalation.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕睡眠/心理共病，探讨安全可评估的 AI coach 产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K130538,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K130538,global remote not confirmed under strict policy,stage2_auto,22,sleep_health
"Apple, Inc.",Apple Inc.,US,Cupertino,mental_sleep_comorbidity,sleep_health,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,51,18,13,14,3,3,"AI coach for sleep/mental comorbidity, symptom tracking and safe escalation.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕睡眠/心理共病，探讨安全可评估的 AI coach 产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K240929,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K240929,global remote not confirmed under strict policy,stage2_auto,25,sleep_health
"Argus Cognitive, Inc.",,US,Lebanon,mental_sleep_comorbidity,mental_health; samd,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,51,18,13,14,3,3,"AI coach for sleep/mental comorbidity, symptom tracking and safe escalation.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕睡眠/心理共病，探讨安全可评估的 AI coach 产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K223322,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K223322,global remote not confirmed under strict policy,stage2_auto,39,mental_health; samd
"Arkray Factory USA, Inc.",,US,Edina,metabolic_cardiovascular,chronic_disease_management; samd,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,51,18,13,14,3,3,"AI chronic disease coach, risk stratification, medication and lifestyle follow-up.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕代谢/心血管慢病管理，探讨 AI coach 和医生 copilot 的产品机会。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K093819,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K093819,global remote not confirmed under strict policy,stage2_auto,43,chronic_disease_management; samd
"Bayer Healthcare, LLC",,US,Mishawaka,metabolic_cardiovascular,chronic_disease_management; samd,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,51,18,13,14,3,3,"AI chronic disease coach, risk stratification, medication and lifestyle follow-up.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕代谢/心血管慢病管理，探讨 AI coach 和医生 copilot 的产品机会。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K082486,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K082486,global remote not confirmed under strict policy,stage2_auto,40,chronic_disease_management; samd
Bemco Mattress Co.,,US,Mchenry,mental_sleep_comorbidity,sleep_health,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,51,18,13,14,3,3,"AI coach for sleep/mental comorbidity, symptom tracking and safe escalation.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕睡眠/心理共病，探讨安全可评估的 AI coach 产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K834344,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K834344,global remote not confirmed under strict policy,stage2_auto,22,sleep_health
Bio-Rad,,US,Irvine,metabolic_cardiovascular,chronic_disease_management,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,51,18,13,14,3,3,"AI chronic disease coach, risk stratification, medication and lifestyle follow-up.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕代谢/心血管慢病管理，探讨 AI coach 和医生 copilot 的产品机会。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K052838,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K052838,global remote not confirmed under strict policy,stage2_auto,31,chronic_disease_management
"Bioness, Inc.",,US,Valencia,chronic_pain_msk,rehabilitation,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,51,18,13,14,3,3,"AI pain/rehab coach, activity and pain diary, care team copilot.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕慢痛/康复长期管理，探讨 AI agent 如何提高依从性和服务规模。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K123636,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K123636,global remote not confirmed under strict policy,stage2_auto,32,rehabilitation
Bionime Corporation,,US,Mission Viejo,metabolic_cardiovascular,chronic_disease_management,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,51,18,13,14,3,3,"AI chronic disease coach, risk stratification, medication and lifestyle follow-up.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕代谢/心血管慢病管理，探讨 AI coach 和医生 copilot 的产品机会。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K113007,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K113007,global remote not confirmed under strict policy,stage2_auto,31,chronic_disease_management
Cara Care,HiDoc Technologies,DE,Berlin,metabolic_cardiovascular,chronic_disease_management,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,51,18,13,14,3,3,"AI chronic disease coach, risk stratification, medication and lifestyle follow-up.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,官网/产品页/公开联系方式,我想围绕代谢/心血管慢病管理，探讨 AI coach 和医生 copilot 的产品机会。,https://cara.care/,https://cara.care/,global remote not confirmed under strict policy,stage2_auto,33,chronic_disease_management
"Cereve, Inc.",,US,Oakmont,mental_sleep_comorbidity,sleep_health,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,51,18,13,14,3,3,"AI coach for sleep/mental comorbidity, symptom tracking and safe escalation.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕睡眠/心理共病，探讨安全可评估的 AI coach 产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=DEN140032,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=DEN140032,global remote not confirmed under strict policy,stage2_auto,22,sleep_health
Craniofacial Pain Center of Idaho,,US,Boise,mental_sleep_comorbidity,sleep_health,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,51,18,13,14,3,3,"AI coach for sleep/mental comorbidity, symptom tracking and safe escalation.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕睡眠/心理共病，探讨安全可评估的 AI coach 产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K082849,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K082849,global remote not confirmed under strict policy,stage2_auto,25,sleep_health
Cybex,,US,Ronkonkoma,chronic_pain_msk,rehabilitation,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,51,18,13,14,3,3,"AI pain/rehab coach, activity and pain diary, care team copilot.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕慢痛/康复长期管理，探讨 AI agent 如何提高依从性和服务规模。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K843739,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K843739,global remote not confirmed under strict policy,stage2_auto,30,rehabilitation
Diamond Orthotic Laboratory,,US,La Mesa,mental_sleep_comorbidity,sleep_health,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,51,18,13,14,3,3,"AI coach for sleep/mental comorbidity, symptom tracking and safe escalation.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕睡眠/心理共病，探讨安全可评估的 AI coach 产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K202499,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K202499,global remote not confirmed under strict policy,stage2_auto,22,sleep_health
Dynadx Corporation,,US,Crofton,mental_sleep_comorbidity,sleep_health,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,51,18,13,14,3,3,"AI coach for sleep/mental comorbidity, symptom tracking and safe escalation.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕睡眠/心理共病，探讨安全可评估的 AI coach 产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K070855,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K070855,global remote not confirmed under strict policy,stage2_auto,22,sleep_health
E-San Limited,,US,Washington,metabolic_cardiovascular,chronic_disease_management,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,51,18,13,14,3,3,"AI chronic disease coach, risk stratification, medication and lifestyle follow-up.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕代谢/心血管慢病管理，探讨 AI coach 和医生 copilot 的产品机会。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K061328,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K061328,global remote not confirmed under strict policy,stage2_auto,31,chronic_disease_management
Ergoline GmbH,,DE,Bitz,chronic_pain_msk,rehabilitation,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,51,18,13,14,3,3,"AI pain/rehab coach, activity and pain diary, care team copilot.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕慢痛/康复长期管理，探讨 AI agent 如何提高依从性和服务规模。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K212883,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K212883,global remote not confirmed under strict policy,stage2_auto,30,rehabilitation
"Happiest Baby, Inc.",,US,Los Angeles,mental_sleep_comorbidity,sleep_health,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,51,18,13,14,3,3,"AI coach for sleep/mental comorbidity, symptom tracking and safe escalation.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕睡眠/心理共病，探讨安全可评估的 AI coach 产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=DEN210039,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=DEN210039,global remote not confirmed under strict policy,stage2_auto,22,sleep_health
HelloBetter,GET.ON Institut,DE,Hamburg,mental_sleep_comorbidity,digital_therapeutics; mental_health,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,51,18,13,14,3,3,"AI coach for sleep/mental comorbidity, symptom tracking and safe escalation.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,官网/产品页/公开联系方式,我想围绕睡眠/心理共病，探讨安全可评估的 AI coach 产品。,https://hellobetter.de/,https://hellobetter.de/,global remote not confirmed under strict policy,stage2_auto,28,digital_therapeutics; mental_health
"Hill-Rom, Inc.",,US,Batesville,mental_sleep_comorbidity,sleep_health,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,51,18,13,14,3,3,"AI coach for sleep/mental comorbidity, symptom tracking and safe escalation.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕睡眠/心理共病，探讨安全可评估的 AI coach 产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K945729,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K945729,global remote not confirmed under strict policy,stage2_auto,30,sleep_health
"I-Rep, Inc.",,US,Mchenry,chronic_pain_msk,rehabilitation,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,51,18,13,14,3,3,"AI pain/rehab coach, activity and pain diary, care team copilot.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕慢痛/康复长期管理，探讨 AI agent 如何提高依从性和服务规模。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K822906,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K822906,global remote not confirmed under strict policy,stage2_auto,30,rehabilitation
"Influence, Inc.",,US,San Francisco,mental_sleep_comorbidity,sleep_health,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,51,18,13,14,3,3,"AI coach for sleep/mental comorbidity, symptom tracking and safe escalation.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕睡眠/心理共病，探讨安全可评估的 AI coach 产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K972023,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K972023,global remote not confirmed under strict policy,stage2_auto,22,sleep_health
"Jintronix, Inc.",,US,Seattle,chronic_pain_msk,rehabilitation,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,51,18,13,14,3,3,"AI pain/rehab coach, activity and pain diary, care team copilot.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕慢痛/康复长期管理，探讨 AI agent 如何提高依从性和服务规模。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K143034,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K143034,global remote not confirmed under strict policy,stage2_auto,32,rehabilitation
"M2 Group Holdings, Inc.",,US,Sunnyvale,metabolic_cardiovascular,chronic_disease_management,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,51,18,13,14,3,3,"AI chronic disease coach, risk stratification, medication and lifestyle follow-up.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕代谢/心血管慢病管理，探讨 AI coach 和医生 copilot 的产品机会。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K100567,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K100567,global remote not confirmed under strict policy,stage2_auto,31,chronic_disease_management
"Mahana Therapeutics, Inc.",,US,San Francisco,mental_sleep_comorbidity,mental_health; samd,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,51,18,13,14,3,3,"AI coach for sleep/mental comorbidity, symptom tracking and safe escalation.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕睡眠/心理共病，探讨安全可评估的 AI coach 产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K211372,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K211372,global remote not confirmed under strict policy,stage2_auto,39,mental_health; samd
Medicaa (Uruguay) S.A.,,US,Austin,chronic_pain_msk,rehabilitation,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,51,18,13,14,3,3,"AI pain/rehab coach, activity and pain diary, care team copilot.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕慢痛/康复长期管理，探讨 AI agent 如何提高依从性和服务规模。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K070085,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K070085,global remote not confirmed under strict policy,stage2_auto,30,rehabilitation
"Medical Analysis Systems, Inc.",,US,Camarillo,metabolic_cardiovascular,chronic_disease_management,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,51,18,13,14,3,3,"AI chronic disease coach, risk stratification, medication and lifestyle follow-up.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕代谢/心血管慢病管理，探讨 AI coach 和医生 copilot 的产品机会。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K042717,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K042717,global remote not confirmed under strict policy,stage2_auto,33,chronic_disease_management
"Mycare Team, Inc.",,US,Fairfax,metabolic_cardiovascular,chronic_disease_management,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,51,18,13,14,3,3,"AI chronic disease coach, risk stratification, medication and lifestyle follow-up.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕代谢/心血管慢病管理，探讨 AI coach 和医生 copilot 的产品机会。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K073699,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K073699,global remote not confirmed under strict policy,stage2_auto,31,chronic_disease_management
mySugr,Roche mySugr,AT,Vienna,metabolic_cardiovascular,chronic_disease_management; samd,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,51,18,13,14,3,3,"AI chronic disease coach, risk stratification, medication and lifestyle follow-up.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,官网/产品页/公开联系方式,我想围绕代谢/心血管慢病管理，探讨 AI coach 和医生 copilot 的产品机会。,https://www.mysugr.com/,https://www.mysugr.com/,global remote not confirmed under strict policy,stage2_auto,50,chronic_disease_management; samd
Nakagawa Dental Clinic,,US,Mineola,mental_sleep_comorbidity,sleep_health,stage2_auto_candidate,慢病/康复/远程监测/平台用户，需进一步核验,stage2 inferred,remote_unknown,D,51,18,13,14,3,3,"AI coach for sleep/mental comorbidity, symptom tracking and safe escalation.",Stage 2 自动召回候选，适合后续人工核验证据和主动联系入口。,产品负责人、医学负责人、业务负责人,工商/监管主体线索，需补官网,我想围绕睡眠/心理共病，探讨安全可评估的 AI coach 产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K060122,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K060122,global remote not confirmed under strict policy,stage2_auto,25,sleep_health
